epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,699.624,0.64502,5.11303,0.97454,0.00867,0.0424,0.00211,0.00149,1.25446,inf,1.925,1.63236e-05,1.63236e-05,1.63236e-05
